epoch,information,q_loss,norm,entropy
0,9.357881936011836e-06,0.38300949851771693,0.24482460349947963,2.17174767010176
1,2.038313141383696e-05,0.3678112760710357,0.24444492864399098,2.170156507036794
2,4.447356786840827e-05,0.3529580240962494,0.24410742920472392,2.166768108440604
3,6.289666316661167e-05,0.337021287848939,0.24237852371210727,2.160509063544585
4,9.6091901696127e-05,0.3187132305146799,0.24164988253517214,2.1526035704930226
5,0.00013940446490323663,0.3001793868910806,0.24007194981113672,2.1438786382824335
6,0.0001789021028457682,0.28205670387155113,0.2389979833161704,2.1351561055836252
7,0.00021241640504854328,0.26482806832591493,0.23666261405443662,2.1266440955673644
8,0.00025129965775079195,0.2490005194125628,0.23420651562706943,2.1184880862722784
9,0.0002921923774718493,0.2346317930176336,0.23192100791767464,2.1106298882910988
10,0.00033862742940985406,0.22182737623504736,0.22962923046894454,2.103057317841648
11,0.0003664493587239377,0.21015343343685233,0.22670579167882562,2.0959947292739667
12,0.00040276334276970855,0.19998975061468321,0.22421307429701143,2.0893046758712295
13,0.0004421269280605909,0.1909014851690459,0.22191459332613103,2.082658683378788
14,0.0004762762521931586,0.18274609674617825,0.21895283850953579,2.076091106422176
15,0.0005118670836854628,0.17534192774526178,0.21609064465756067,2.069461796368154
16,0.0005492899149877862,0.16887970310620695,0.21306041292687344,2.06267468335355
17,0.0005901999710606517,0.1634912579756277,0.20984292267206076,2.056028177021946
18,0.0006007797472237333,0.15839344429049287,0.2064221948737225,2.0501966683876978
19,0.0006290324043441967,0.15378806858102265,0.2040024472108932,2.0449847408067403
20,0.0006556248046234985,0.14962748143133245,0.20106067365144015,2.0401108436744693
21,0.0006687072070487505,0.14573668647652577,0.1978042550291157,2.0364268865990414
22,0.0006758714912893473,0.1417900477073062,0.19465393533525532,2.033529095866651
23,0.0006876053652371853,0.13836778430501806,0.1909412809427651,2.0310142144218
24,0.000709821918425863,0.1352382288990307,0.18784042416730046,2.0287114996539177
25,0.0007360953216116772,0.13239271280650558,0.18509474039639295,2.0263835800578773
26,0.0007552325899607223,0.13016409285666272,0.18248828013664306,2.023527011605066
27,0.0007862173130920185,0.12817233279474882,0.1801274567644158,2.0203339189760943
28,0.0008043741475677329,0.12642714577092173,0.17726826066210258,2.0170698027274625
29,0.000823820718050972,0.1250000366233827,0.17463308616165732,2.013788843395524
30,0.0008627987437920052,0.12420117607272693,0.17287997394619867,2.0101608723077007
