epoch,information,q_loss,norm,entropy
0,-2.9428594643832184e-05,0.35778088029006017,0.20814543962478638,2.1384361868527666
1,5.2168374168104445e-06,0.33989107152587505,0.20828458842021136,2.1366063210832413
2,8.331754512255428e-05,0.326003000321213,0.20800955424805978,2.1242069200834437
3,0.00026313446423409907,0.3152132739748749,0.2078137105743789,2.0950675825539546
4,0.0005501979790866243,0.302572522161944,0.2077041219685994,2.0555357710346507
5,0.0009640416814601301,0.28969601099714315,0.20763944050559893,2.008990780218085
6,0.001451753020395268,0.27721406397102616,0.20745778143931615,1.9585718404873882
7,0.0019761096616322657,0.2668451368243432,0.20837586648104667,1.9091006666837966
8,0.0025943812292577202,0.2572299145523282,0.20788054407874443,1.8571168552212698
9,0.0032698615174080172,0.2480350829747955,0.20870977241070576,1.8085988184188508
10,0.003917340899758211,0.2399348520518677,0.20921825897855512,1.762192167857168
11,0.004746551240461472,0.2326435830730679,0.2097219698348429,1.717415815903482
12,0.005396157342920366,0.2264256971729985,0.21103292443990637,1.6765124212091103
13,0.006180686173197326,0.22090463731723214,0.21269881362094406,1.6383389596732933
14,0.006983272750547555,0.2160378747073056,0.2140366465036179,1.6022650088897823
15,0.00777528744060191,0.21166746702328953,0.21505797504179305,1.568598160499509
16,0.008569065469071798,0.20746846527599083,0.21587315057209386,1.5374103218955757
17,0.009475347947387873,0.20431916635656078,0.21769336942948406,1.5080285214607951
18,0.01035259650019614,0.2015038015703645,0.21894460419641293,1.4799729316999273
19,0.010983076192746832,0.19916306560503957,0.2213918468071039,1.4556215906079164
20,0.011550714483389502,0.19709565807699328,0.2235115136671411,1.4338674529990765
21,0.012418851176377456,0.19491046049730104,0.2251561730251095,1.4138510559033355
22,0.013182121070751238,0.19313161424240943,0.22808357811749772,1.395084469528908
23,0.01410871506708445,0.1914713139315885,0.23031510159385465,1.3772138875797098
24,0.014937628903784589,0.1896950644460902,0.23255317744706028,1.360551009094216
25,0.01561577135217032,0.18823853830568596,0.23608816467105878,1.3452976472650309
26,0.016309684825466644,0.18678128134819336,0.23863819527596955,1.331227874475613
27,0.016945421192818794,0.18518865513349206,0.241225553021936,1.3186823204165372
28,0.017746207224226516,0.18385498199450473,0.24380401727432385,1.3072084126369918
29,0.018572934924271572,0.1814205537067647,0.2455093578890041,1.2966315440473373
30,0.019215389453208626,0.17859539700172072,0.2478569957161459,1.2874343489839566
31,0.019761501055511395,0.1755281299974054,0.2506741311740447,1.2789750609961734
32,0.02028151226182511,0.17305020096826074,0.25371389509972114,1.271926373642539
33,0.02075229973768947,0.17130399786204392,0.25698699570445704,1.2657344588583843
34,0.021340571861050345,0.16900076712625622,0.25969680814286045,1.260418507411026
35,0.021747667249067265,0.16681416625192175,0.2628466729018401,1.2555033816695047
36,0.022387719070336494,0.16438570682321477,0.2655072913300013,1.2507910635771107
37,0.022785551360626165,0.1615996574226318,0.268125494823596,1.2468552211209423
38,0.023498928668837973,0.15899492317907366,0.2707466214998994,1.2431316945174413
39,0.024113557373948005,0.15647426266967518,0.272940929387135,1.2388025218260552
40,0.02453056459319631,0.1547402698571848,0.27589310060270955,1.234851303434703
41,0.02543167532705104,0.15317892496378538,0.2779547081318035,1.2307915667036433
42,0.025745431434120256,0.1511866103140287,0.2814982879758092,1.2277662267498843
43,0.026260317728822397,0.14992750481767533,0.2843532852887399,1.2244435928242465
44,0.02651500134847012,0.14876853334893295,0.29029347168109737,1.2217384879138562
45,0.027370652668310225,0.1473003027338656,0.29355287906094785,1.2185087054429584
46,0.02789490322408052,0.14574849253297456,0.29600052082312384,1.2159748749125716
47,0.028501512707504378,0.1438811728956204,0.2991651142981192,1.2135495665038303
48,0.029448295773177813,0.14206602081356418,0.30258338483162933,1.2100125278987552
49,0.029798004157343034,0.14089057522194054,0.30531739758332416,1.2066972580989856
50,0.030205881411133877,0.13982998451698972,0.30943450516533116,1.2045159856462808
51,0.030839402584104544,0.1388343493767303,0.31104321644660426,1.2022131113429295
52,0.03093324559140397,0.13827221570865317,0.3150880778700875,1.2014979542172999
53,0.03156237377710515,0.13771736544804697,0.3176990137983578,1.200945098085309
54,0.03183395109165347,0.13671170316631745,0.3194921491559521,1.2008924279495634
55,0.031941918133991686,0.1361589738326871,0.32294792055569355,1.2007940054785609
56,0.03270309241053259,0.1354945948405073,0.3251025185862215,1.199195948065234
57,0.03331714187356945,0.13507333435632152,0.32796575864502264,1.1979879574180203
58,0.03372828980648323,0.13497253257665923,0.33183480826885914,1.196431106677281
59,0.03399738210764948,0.13527332864524302,0.3339957158864928,1.1951152395623454
60,0.03466636349255523,0.13531379768835244,0.33636721775872197,1.193549966518059
61,0.0351617961480738,0.13488453860783123,0.33908144593759676,1.1919081136440606
62,0.035276361571656575,0.13452425991033704,0.3405923536514668,1.1909210599916584
63,0.03590573513529323,0.13423832887236647,0.3419648540130768,1.19005605699457
64,0.03620060662050505,0.1342960473143584,0.34341771984078984,1.189140892360011
65,0.03686052378671878,0.1336357506546148,0.344225185340301,1.187591924851103
66,0.037222887054003895,0.13269289791576355,0.3441241448379589,1.1862403024182788
67,0.037137464038954036,0.131614627537731,0.3438747339824409,1.1857205223549752
68,0.03710698442377972,0.1300640302896078,0.34270130635320295,1.1856343163128376
69,0.03711094430135185,0.12870349562345776,0.34336791880149387,1.1850721072124881
70,0.03725895222467031,0.12818551559371627,0.343826491958376,1.183798306484186
71,0.03674002642728548,0.12793519740219259,0.3461698738592748,1.1836585067472551
72,0.03695164349941308,0.1274994197934878,0.3473387447914821,1.1833197138813016
73,0.037290388142477524,0.12688727196855168,0.34692053656168337,1.1826674293238497
74,0.037119603197644103,0.1263746850473786,0.34722043842303946,1.1825666741562895
75,0.037129518202725004,0.12556515354109035,0.34786405222389316,1.1823275702056024
76,0.0375824791745391,0.12440977988085748,0.348897871500787,1.181996161864977
77,0.037717561950330124,0.12402157963415263,0.34963827866187425,1.181391791061283
78,0.03787873106900828,0.12348590598207597,0.35118596866964735,1.1803585329420492
79,0.038182798409795556,0.12274677812399959,0.3528418477800315,1.179272500902075
80,0.03840509173363667,0.12205439925008599,0.353426134144064,1.1785197116321682
81,0.03846085697791178,0.12179153236561477,0.35245447447283984,1.178148575785031
82,0.038649644750784626,0.12110673730876968,0.3510857642589382,1.1777929051156253
83,0.03866245937207114,0.12062551443644548,0.34913904747416746,1.1774854680619202
84,0.03885774061255549,0.11912244089207111,0.34557347595372623,1.1776016115678822
85,0.03860568027352894,0.11881859089857699,0.34457119618690585,1.1781253883111344
86,0.038402816837927144,0.11817694042434665,0.3444793569825617,1.1793039947802302
87,0.03826665127506892,0.1178089527755377,0.34507834904250323,1.1810808975380882
88,0.038828289084712024,0.11666505571978408,0.3434601033113638,1.1813160012467134
89,0.03893736763871851,0.11566371204802177,0.3443834640297154,1.1813211474844532
90,0.039216102785561764,0.11474109342303687,0.34567542600340834,1.180655499823032
91,0.039358571136022466,0.11368128661500083,0.3470103995500676,1.1801340986421938
92,0.039202247527859974,0.11338469086367936,0.34791807748410386,1.1800221511491706
93,0.038876416803260774,0.11260628667855892,0.3498589843401862,1.180246792062323
94,0.03871892245488774,0.11257923348550011,0.3518049531222682,1.1809173385936012
95,0.03905535878429483,0.11226947942677645,0.35372386995357136,1.1810864834514743
96,0.039000363052097,0.11246255918914651,0.3552232218922519,1.1805450829247957
97,0.03922205200809869,0.11206303457772798,0.3570328869839682,1.1796835848605074
98,0.03955950541214913,0.11152105496842622,0.35856582269249904,1.1790704370074123
99,0.04005699152872058,0.1110170877750828,0.35895367121683885,1.1782012870601046
100,0.04077119234316134,0.11044099504965267,0.3581101296928126,1.1763494949328976
101,0.04094870704215094,0.10969858524870843,0.35877783655763856,1.175435448737188
102,0.04104133383454077,0.10903874088870047,0.3605671267429457,1.1744335960032755
103,0.041510054269622496,0.10898452462097243,0.36158284209624025,1.1731554267465105
104,0.04155694734977847,0.10895599773569274,0.3632011355539915,1.1722523761744976
105,0.04166290685767381,0.10892638303032634,0.36395258029257715,1.1706270377386796
106,0.04175979033322139,0.10886676669960038,0.36553783916967914,1.169847362482305
107,0.04195618862102333,0.10826407246710164,0.36579961655445536,1.1704655795662549
108,0.04207215220501932,0.10771201738007503,0.366252041304993,1.1703780713133085
109,0.042329720131494816,0.10755838255144447,0.36589806906182226,1.169934135256858
110,0.042377143179123,0.10717761549783252,0.3672310328241538,1.1697648606016022
111,0.04254558897740638,0.1071260967311477,0.36687794913397087,1.1694936413235442
112,0.042666829452457984,0.10740626531082142,0.3670885895508449,1.16919067172991
113,0.04274586118061211,0.1085267432353084,0.3670670360156487,1.1682948266486162
114,0.04306587787090718,0.1087768638622187,0.3670422039795264,1.1677815364609754
115,0.04291986192720216,0.10893596946725595,0.36764802840095995,1.1675705779527832
116,0.04300147830358519,0.10864295240441808,0.368123735901176,1.1680116821011457
